state,crop,average_area,total_production,season,area_units,production_units,yield_value,annual_rainfall,min_price,max_price,modal_price,soil_index,production_per_hectare,loan_eligibility
delhi,gram,44.5,1006.0,rabi,hectare,tonnes,1.734889683066124,631.047266971519,4500.0,4700.0,4600.0,78.0,22.60674157303371,0
delhi,jowar,6014.272727272727,111253.0,kharif,hectare,tonnes,0.8772528167506483,631.047266971519,1800.0,1950.0,1900.0,78.0,18.498163459649017,0
delhi,maize/corn,56.72727272727273,7327.0,kharif,hectare,tonnes,8.03062856551015,631.047266971519,1700.0,1800.0,1800.0,78.0,129.16185897435898,0
delhi,mustard,3250.0,8125.0,rabi,hectare,tonnes,2.5,631.047266971519,3150.0,3325.0,3250.0,78.0,2.5,0
delhi,potato,326.0,144659.0,whole year,hectare,tonnes,65.80970055072021,631.047266971519,2000.0,3500.0,3000.0,78.0,443.73926380368096,0
delhi,rice,6671.909090909091,391753.0,kharif,hectare,tonnes,2.6753108984415754,631.047266971519,1825.0,1885.0,1855.0,78.0,58.71677726151708,0
delhi,wheat,21068.954545454544,1915317.0,rabi,hectare,tonnes,4.190852527231159,631.047266971519,2260.0,2550.0,2370.0,78.0,90.90707352696882,0
goa,banana,1454.85,284022.0,whole year,hectare,tonnes,10.288916940024246,3352.462332904412,4500.0,5500.0,5000.0,74.55916666666666,195.22424992267244,1
goa,black pepper,386.6428571428572,3211.0,whole year,hectare,tonnes,0.2997535210734113,3352.462332904412,110000.0,130000.0,120000.0,74.55916666666666,8.304821725475705,0
goa,groundnut,993.5283018867924,111746.0,kharif,hectare,tonnes,2.0156582406966086,3352.462332904412,4900.0,4900.0,4900.0,74.55916666666666,112.47389710769698,1
goa,maize/corn,216.66666666666663,5200.0,kharif,hectare,tonnes,4.0,3352.462332904412,1700.0,1800.0,1800.0,74.55916666666666,24.000000000000004,1
goa,ragi,329.25,9487.57,kharif,hectare,tonnes,0.9698753809863848,3352.462332904412,2215.5714285714284,2348.1428571428573,2304.285714285714,74.55916666666666,28.81570235383447,1
goa,rice,15239.442857142858,2817936.0,kharif,hectare,tonnes,2.685494836845951,3352.462332904412,1825.0,1885.0,1855.0,74.55916666666666,184.91069696023757,1
goa,sweet potato,28.5,560.0,whole year,hectare,tonnes,2.604669281900403,3352.462332904412,1658.3333333333333,2258.333333333333,2016.6666666666667,74.55916666666666,19.649122807017545,1
gujarat,arhar/tur,11775.148080438756,5984735.0,kharif,hectare,tonnes,0.9965665751844218,786.1521126760564,5700.0,5850.0,5850.0,77.32191919191918,508.2513577847933,0
gujarat,bajra,18304.395218295216,25840739.0,kharif,hectare,tonnes,1.8586333721790915,786.1521126760564,1913.3333333333333,1998.3333333333333,1965.0,77.32191919191918,1411.7231786042414,0
gujarat,banana,2595.155555555556,40633317.0,whole year,hectare,tonnes,65.90900190246298,786.1521126760564,4500.0,5500.0,5000.0,77.32191919191918,15657.372411844288,0
gujarat,castor seed,20974.177693761816,21632374.0,kharif,hectare,tonnes,1.964468555346407,786.1521126760564,4800.0,4950.0,4870.0,77.32191919191918,1031.3812687128109,0
gujarat,cotton(lint),97200.8,143260549.0,kharif,hectare,bales,2.9101905023587773,786.1521126760564,5140.8,5334.0,5230.0,77.32191919191918,1473.8618303553058,0
gujarat,dry chillies,568.5163043478261,202183.0,whole year,hectare,tonnes,0.9768856200869872,786.1521126760564,4000.0,4410.0,4200.0,77.32191919191918,355.63272056363337,0
gujarat,garlic,1240.780104712042,3049310.0,whole year,hectare,tonnes,5.80256982464944,786.1521126760564,3750.0,5500.0,4750.0,77.32191919191918,2457.574866344007,0
gujarat,gram,6460.998251748252,3993109.0,rabi,hectare,tonnes,1.0013965247896046,786.1521126760564,4500.0,4700.0,4600.0,77.32191919191918,618.0328247139709,0
gujarat,groundnut,37283.40855323021,60515051.0,kharif,hectare,tonnes,1.7077043120504032,786.1521126760564,4900.0,4900.0,4900.0,77.32191919191918,1623.1094030365152,0
gujarat,guar seed,13895.156351791533,2506400.0,whole year,hectare,tonnes,0.7807966639768368,786.1521126760564,4000.0,4025.0,4010.0,77.32191919191918,180.37940247263532,0
gujarat,jowar,4619.221126760564,3572735.0,rabi,hectare,tonnes,1.1052865993549044,786.1521126760564,1800.0,1950.0,1900.0,77.32191919191918,773.4496578442739,0
gujarat,maize/corn,14710.67935578331,15093574.0,kharif,hectare,tonnes,1.7472405554977346,786.1521126760564,1700.0,1800.0,1800.0,77.32191919191918,1026.028345459529,0
gujarat,moong,4531.270108043217,1796676.0,kharif,hectare,tonnes,0.56944051254715,786.1521126760564,6250.0,6720.0,6500.0,77.32191919191918,396.50604734659623,0
gujarat,mustard,12448.666666666666,8381720.0,rabi,hectare,tonnes,1.4779833859852187,786.1521126760564,3150.0,3325.0,3250.0,77.32191919191918,673.302629465003,0
gujarat,onion,1806.0689655172407,29429287.0,whole year,hectare,tonnes,27.20757139937525,786.1521126760564,2000.0,3500.0,3000.0,77.32191919191918,16294.664025507873,0
gujarat,potato,5679.111111111111,39204302.0,whole year,hectare,tonnes,23.785238843165107,786.1521126760564,2000.0,3500.0,3000.0,77.32191919191918,6903.246165284082,0
gujarat,ragi,5156.915662650603,398204.0,kharif,hectare,tonnes,0.922681471528782,786.1521126760564,2215.5714285714284,2348.1428571428573,2304.285714285714,77.32191919191918,77.21747378651663,0
gujarat,rice,29589.49382716049,32098665.0,kharif,hectare,tonnes,2.191599240716178,786.1521126760564,1825.0,1885.0,1855.0,77.32191919191918,1084.799394930383,0
gujarat,soybean,6283.935251798561,992565.0,kharif,hectare,tonnes,1.0063925773684876,786.1521126760564,3250.0,3300.0,3275.0,77.32191919191918,157.95277325874935,0
gujarat,tobacco,9842.449438202248,5140352.0,whole year,hectare,tonnes,1.872875883853922,786.1521126760564,3000.0,3200.0,3100.0,77.32191919191918,522.2634906356095,0
gujarat,urad,3668.92042042042,1440567.0,kharif,hectare,tonnes,0.6847670148092955,786.1521126760564,4300.0,4425.0,4400.0,77.32191919191918,392.64056859399693,0
gujarat,wheat,36673.84246575343,59820734.0,rabi,hectare,tonnes,2.721108002275441,786.1521126760564,2260.0,2550.0,2370.0,77.32191919191918,1631.1553406453518,0
haryana,arhar/tur,1142.5398773006134,372739.0,kharif,hectare,tonnes,1.0416947774147978,466.5979496642005,5700.0,5850.0,5850.0,74.8695238095238,326.23719084592506,0
haryana,bajra,29438.99049881236,19301200.0,kharif,hectare,tonnes,1.7388094221395414,466.5979496642005,1913.3333333333333,1998.3333333333333,1965.0,74.8695238095238,655.6338948096286,0
haryana,banana,25.75,0.0,whole year,hectare,tonnes,0.0,466.5979496642005,4500.0,5500.0,5000.0,74.8695238095238,0.0,0
haryana,castor seed,521.8392857142857,20665.0,kharif,hectare,tonnes,0.8151311344895095,466.5979496642005,4800.0,4950.0,4870.0,74.8695238095238,39.600314820518086,0
haryana,coriander,118.9156462585034,36166.0,whole year,hectare,tonnes,2.5015977947604533,466.5979496642005,1525.0,2250.0,1912.5,74.8695238095238,304.13155154857384,0
haryana,cotton(lint),43330.27597402597,38368100.0,kharif,hectare,bales,2.416549160045697,466.5979496642005,5140.8,5334.0,5230.0,74.8695238095238,885.4801668699154,0
haryana,dry chillies,118.28571428571428,70600.0,whole year,hectare,tonnes,4.250097282454278,466.5979496642005,4000.0,4410.0,4200.0,74.8695238095238,596.8599033816425,0
haryana,garlic,159.30348258706468,323229.0,whole year,hectare,tonnes,9.621771915805926,466.5979496642005,3750.0,5500.0,4750.0,74.8695238095238,2029.0140224859463,0
haryana,ginger,99.22727272727272,25313.0,kharif,hectare,tonnes,11.349657318551142,466.5979496642005,5725.0,6425.0,6200.0,74.8695238095238,255.1012368300504,0
haryana,gram,9246.877323420074,2065590.0,rabi,hectare,tonnes,0.9400243815071676,466.5979496642005,4500.0,4700.0,4600.0,74.8695238095238,223.38243795755423,0
haryana,groundnut,312.47305389221555,54653.0,kharif,hectare,tonnes,0.8162732637364374,466.5979496642005,4900.0,4900.0,4900.0,74.8695238095238,174.9046816012878,0
haryana,guar seed,17118.271186440677,808098.0,whole year,hectare,tonnes,0.8034618387991743,466.5979496642005,4000.0,4025.0,4010.0,74.8695238095238,47.20675301838258,0
haryana,jowar,8434.908675799086,620660.0,kharif,hectare,tonnes,0.4176631153936666,466.5979496642005,1800.0,1950.0,1900.0,74.8695238095238,73.58230229341534,0
haryana,maize/corn,1394.9611650485438,689090.0,kharif,hectare,tonnes,1.987271234013172,466.5979496642005,1700.0,1800.0,1800.0,74.8695238095238,493.98507805485764,0
haryana,moong,1587.236607142857,149013.0,kharif,hectare,tonnes,0.3761432392770323,466.5979496642005,6250.0,6720.0,6500.0,74.8695238095238,93.88203329573804,0
haryana,mustard,27641.84928229665,17622900.0,rabi,hectare,tonnes,1.5282607773866017,466.5979496642005,3150.0,3325.0,3250.0,74.8695238095238,637.5441751390587,0
haryana,onion,715.935860058309,5550065.0,whole year,hectare,tonnes,27.54162980687894,466.5979496642005,2000.0,3500.0,3000.0,74.8695238095238,7752.181877784385,0
haryana,potato,1121.868131868132,9483725.0,whole year,hectare,tonnes,22.718886511051075,466.5979496642005,2000.0,3500.0,3000.0,74.8695238095238,8453.511362523263,0
haryana,rice,61080.34988713318,80531900.0,kharif,hectare,tonnes,2.8179184833696103,466.5979496642005,1825.0,1885.0,1855.0,74.8695238095238,1318.45839371926,0
haryana,sweet potato,19.150943396226417,16900.0,whole year,hectare,tonnes,15.597833575535292,466.5979496642005,1658.3333333333333,2258.333333333333,2016.6666666666667,74.8695238095238,882.463054187192,0
haryana,turmeric,158.19101123595505,155997.0,whole year,hectare,tonnes,9.757641133862668,466.5979496642005,5200.0,5200.0,5200.0,74.8695238095238,986.1306200724484,0
haryana,urad,294.4375,14978.0,kharif,hectare,tonnes,0.3986813412280405,466.5979496642005,4300.0,4425.0,4400.0,74.8695238095238,50.86987900658034,0
haryana,wheat,119052.31905781584,241279000.0,rabi,hectare,tonnes,4.223381074855495,466.5979496642005,2260.0,2550.0,2370.0,74.8695238095238,2026.6635871479896,0
himachal pradesh,arhar/tur,41.52777777777778,750.0,kharif,hectare,tonnes,0.4077362389342638,1145.9319809069214,5700.0,5850.0,5850.0,86.95208333333333,18.06020066889632,1
himachal pradesh,bajra,66.91666666666667,3849.0,kharif,hectare,tonnes,0.6446609389762082,1145.9319809069214,1913.3333333333333,1998.3333333333333,1965.0,86.95208333333333,57.51930261519302,1
himachal pradesh,coriander,22.37037037037037,939.0,whole year,hectare,tonnes,0.4385648828877368,1145.9319809069214,1525.0,2250.0,1912.5,86.95208333333333,41.97516556291391,1
himachal pradesh,cotton(lint),11.421052631578949,244.566,kharif,hectare,bales,0.6640099244570162,1145.9319809069214,5140.8,5334.0,5230.0,86.95208333333333,21.413612903225804,1
himachal pradesh,dry chillies,73.63157894736842,3352.845,whole year,hectare,tonnes,0.3346793282382678,1145.9319809069214,4000.0,4410.0,4200.0,86.95208333333333,45.535421729807,1
himachal pradesh,garlic,378.13142857142856,70576.0,whole year,hectare,tonnes,0.9927335415111144,1145.9319809069214,3750.0,5500.0,4750.0,86.95208333333333,186.64409955722124,1
himachal pradesh,ginger,253.54135338345864,205808.362,kharif,hectare,tonnes,5.835558419609681,1145.9319809069214,5725.0,6425.0,6200.0,86.95208333333333,811.7348876367842,1
himachal pradesh,gram,99.73714285714286,13978.0,rabi,hectare,tonnes,0.7550186630865681,1145.9319809069214,4500.0,4700.0,4600.0,86.95208333333333,140.14839005385585,1
himachal pradesh,groundnut,21.053763440860216,1517.3,kharif,hectare,tonnes,0.7328634128250661,1145.9319809069214,4900.0,4900.0,4900.0,86.95208333333333,72.06787538304391,1
himachal pradesh,jowar,95.66666666666669,89.2,kharif,hectare,tonnes,0.1468676122931441,1145.9319809069214,1800.0,1950.0,1900.0,86.95208333333333,0.9324041811846688,0
himachal pradesh,linseed,450.94827586206895,6667.0,rabi,hectare,tonnes,0.2439456452176572,1145.9319809069214,3450.0,3500.0,3475.0,86.95208333333333,14.784400688204933,1
himachal pradesh,maize/corn,24266.321969696968,14003230.0,kharif,hectare,tonnes,2.34169473408618,1145.9319809069214,1700.0,1800.0,1800.0,86.95208333333333,577.0643782558725,1
himachal pradesh,moong,36.731884057971016,2274.45,kharif,hectare,tonnes,0.4712722022048397,1145.9319809069214,6250.0,6720.0,6500.0,86.95208333333333,61.92031958966265,1
himachal pradesh,mustard,818.5339366515838,83288.0,rabi,hectare,tonnes,0.5100680295835262,1145.9319809069214,3150.0,3325.0,3250.0,86.95208333333333,101.7526534583407,1
himachal pradesh,onion,82.70270270270271,95855.0,whole year,hectare,tonnes,7.591141256064189,1145.9319809069214,2000.0,3500.0,3000.0,86.95208333333333,1159.0310457516339,1
himachal pradesh,potato,659.7101449275362,2130608.0,whole year,hectare,tonnes,8.489646213513595,1145.9319809069214,2000.0,3500.0,3000.0,86.95208333333333,3229.61230228471,1
himachal pradesh,ragi,294.2201834862385,33885.0,kharif,hectare,tonnes,0.888417118731484,1145.9319809069214,2215.5714285714284,2348.1428571428573,2304.285714285714,86.95208333333333,115.1688493919551,1
himachal pradesh,rice,6981.363636363636,2514409.0,kharif,hectare,tonnes,1.555761957890645,1145.9319809069214,1825.0,1885.0,1855.0,86.95208333333333,360.160153655837,1
himachal pradesh,soybean,84.20567375886525,17889.0,kharif,hectare,tonnes,1.4717353705964875,1145.9319809069214,3250.0,3300.0,3275.0,86.95208333333333,212.4441169038996,1
himachal pradesh,tobacco,10.527272727272727,86.2,whole year,hectare,tonnes,1.149136254115216,1145.9319809069214,3000.0,3200.0,3100.0,86.95208333333333,8.18825561312608,0
himachal pradesh,turmeric,25.21705426356589,1865.564,whole year,hectare,tonnes,0.573872853351752,1145.9319809069214,5200.0,5200.0,5200.0,86.95208333333333,73.98025084537352,1
himachal pradesh,urad,942.0456621004566,89237.0,kharif,hectare,tonnes,0.5298371545432555,1145.9319809069214,4300.0,4425.0,4400.0,86.95208333333333,94.72683075789595,1
himachal pradesh,wheat,29630.886363636364,11198010.0,rabi,hectare,tonnes,1.425980489656247,1145.9319809069214,2260.0,2550.0,2370.0,86.95208333333333,377.9168082444685,1
jammu and kashmir,arhar/tur,12.0,13.2,rabi,hectare,tonnes,0.55,1192.3723860589812,5700.0,5850.0,5850.0,65.57866666666668,1.0999999999999999,0
jammu and kashmir,bajra,2564.521739130435,171158.1,kharif,hectare,tonnes,0.5781837351558666,1192.3723860589812,1913.3333333333333,1998.3333333333333,1965.0,65.57866666666668,66.74074833853248,1
jammu and kashmir,coriander,4.5,1.1,rabi,hectare,tonnes,0.1249999999999999,1192.3723860589812,1525.0,2250.0,1912.5,65.57866666666668,0.24444444444444446,0
jammu and kashmir,cotton(lint),11.066666666666666,166.9,kharif,hectare,bales,0.4955841103341104,1192.3723860589812,5140.8,5334.0,5230.0,65.57866666666668,15.08132530120482,1
jammu and kashmir,cowpea(lobia),182.0555555555556,1329.9,kharif,hectare,tonnes,0.6410372441596159,1192.3723860589812,2387.5,3765.0,3144.75,65.57866666666668,7.304913030210558,0
jammu and kashmir,dry chillies,67.57446808510639,8675.6,kharif,hectare,tonnes,0.9001247790213004,1192.3723860589812,4000.0,4410.0,4200.0,65.57866666666668,128.38576826196473,1
jammu and kashmir,garlic,67.41221374045801,7404.166,rabi,hectare,tonnes,0.8303686738700617,1192.3723860589812,3750.0,5500.0,4750.0,65.57866666666668,109.83419159778055,1
jammu and kashmir,ginger,9.581395348837209,594.4,kharif,hectare,tonnes,1.525338928750699,1192.3723860589812,5725.0,6425.0,6200.0,65.57866666666668,62.036893203883494,1
jammu and kashmir,gram,645.15625,10927.4,rabi,hectare,tonnes,0.5220158842591509,1192.3723860589812,4500.0,4700.0,4600.0,65.57866666666668,16.937602325018165,1
jammu and kashmir,groundnut,13.153846153846152,89.2,kharif,hectare,tonnes,0.5579317111459969,1192.3723860589812,4900.0,4900.0,4900.0,65.57866666666668,6.781286549707604,0
jammu and kashmir,jowar,765.8,4134.5,kharif,hectare,tonnes,0.4790962200073233,1192.3723860589812,1800.0,1950.0,1900.0,65.57866666666668,5.398929224340559,0
jammu and kashmir,linseed,38.69230769230769,2337.808,rabi,hectare,tonnes,0.6414666199268202,1192.3723860589812,3450.0,3500.0,3475.0,65.57866666666668,60.42048508946322,1
jammu and kashmir,maize/corn,18809.32012195122,9999461.6,kharif,hectare,tonnes,1.5052591193200942,1192.3723860589812,1700.0,1800.0,1800.0,65.57866666666668,531.6227027435316,1
jammu and kashmir,moong,135.6564417177914,10295.5,kharif,hectare,tonnes,0.5426738836569787,1192.3723860589812,6250.0,6720.0,6500.0,65.57866666666668,75.8939263748191,1
jammu and kashmir,mustard,3271.283911671924,736480.099,rabi,hectare,tonnes,0.7314125431352657,1192.3723860589812,3150.0,3325.0,3250.0,65.57866666666668,225.13487636222672,1
jammu and kashmir,onion,53.50289017341041,19709.544,whole year,hectare,tonnes,1.839893924310244,1192.3723860589812,2000.0,3500.0,3000.0,65.57866666666668,368.3827908383751,1
jammu and kashmir,potato,102.26478149100257,398438.884,whole year,hectare,tonnes,10.098838125547047,1192.3723860589812,2000.0,3500.0,3000.0,65.57866666666668,3896.1495657726055,1
jammu and kashmir,ragi,1194.909090909091,8026.900000000001,kharif,hectare,tonnes,0.561955168953275,1192.3723860589812,2215.5714285714284,2348.1428571428573,2304.285714285714,65.57866666666668,6.717582166768107,0
jammu and kashmir,rice,16104.19266055046,9853942.278,kharif,hectare,tonnes,1.8362268194408868,1192.3723860589812,1825.0,1885.0,1855.0,65.57866666666668,611.8867605290548,1
jammu and kashmir,tobacco,9.590909090909092,49.2,whole year,hectare,tonnes,0.2959375995769462,1192.3723860589812,3000.0,3200.0,3100.0,65.57866666666668,5.129857819905213,0
jammu and kashmir,turmeric,4.146341463414634,171.8,kharif,hectare,tonnes,1.0086292027755444,1192.3723860589812,5200.0,5200.0,5200.0,65.57866666666668,41.43411764705883,1
jammu and kashmir,urad,1165.3085106382978,83042.8,kharif,hectare,tonnes,0.437222287694672,1192.3723860589812,4300.0,4425.0,4400.0,65.57866666666668,71.26250193994834,1
jammu and kashmir,wheat,18631.67857142857,8783185.5,rabi,hectare,tonnes,1.3788607233958607,1192.3723860589812,2260.0,2550.0,2370.0,65.57866666666668,471.411390354753,1
jharkhand,arhar/tur,2674.5963938618925,1247465.63,rabi,hectare,tonnes,2.1198238139095773,1184.4207547169813,5700.0,5850.0,5850.0,83.49246376811594,466.4126643043754,1
jharkhand,bajra,34.4,635.0,kharif,hectare,tonnes,0.6136671668691908,1184.4207547169813,1913.3333333333333,1998.3333333333333,1965.0,83.49246376811594,18.459302325581397,1
jharkhand,castor seed,19.23076923076923,118.0,kharif,hectare,tonnes,0.5351315351315351,1184.4207547169813,4800.0,4950.0,4870.0,83.49246376811594,6.136,0
jharkhand,gram,2507.4161323155217,1078147.23,rabi,hectare,tonnes,0.9407132396473332,1184.4207547169813,4500.0,4700.0,4600.0,83.49246376811594,429.9833665839759,1
jharkhand,groundnut,1228.236111111111,95671.0,kharif,hectare,tonnes,0.9426853157377688,1184.4207547169813,4900.0,4900.0,4900.0,83.49246376811594,77.89300374294663,1
jharkhand,jowar,128.05357142857142,4962.0,kharif,hectare,tonnes,0.7109837977406659,1184.4207547169813,1800.0,1950.0,1900.0,83.49246376811594,38.74940733509971,1
jharkhand,linseed,1873.313432835821,72302.0,rabi,hectare,tonnes,0.5823485456362162,1184.4207547169813,3450.0,3500.0,3475.0,83.49246376811594,38.59578367008732,1
jharkhand,maize/corn,4514.5725450450445,3289447.15,autumn,hectare,tonnes,1.536016854553231,1184.4207547169813,1700.0,1800.0,1800.0,83.49246376811594,728.6287056368875,1
jharkhand,moong,1159.225352112676,64809.0,kharif,hectare,tonnes,0.7764601017457256,1184.4207547169813,6250.0,6720.0,6500.0,83.49246376811594,55.90716238381629,1
jharkhand,mustard,2811.672277486912,846448.61,rabi,hectare,tonnes,0.8402671901213776,1184.4207547169813,3150.0,3325.0,3250.0,83.49246376811594,301.0481046377711,1
jharkhand,onion,155.58759842519686,252681.9,whole year,hectare,tonnes,7.90095427731521,1184.4207547169813,2000.0,3500.0,3000.0,83.49246376811594,1624.049105182917,1
jharkhand,potato,925.6647866419296,3650517.668,rabi,hectare,tonnes,7.446991718603982,1184.4207547169813,2000.0,3500.0,3000.0,83.49246376811594,3943.6713167442895,1
jharkhand,ragi,1712.868143939394,391031.48,autumn,hectare,tonnes,0.8536697198604113,1184.4207547169813,2215.5714285714284,2348.1428571428573,2304.285714285714,83.49246376811594,228.29047372010425,1
jharkhand,rice,31566.2766318927,28771595.4869689,winter,hectare,tonnes,1.1537447145438011,1184.4207547169813,1825.0,1885.0,1855.0,83.49246376811594,911.4662404592813,1
jharkhand,soybean,204.5555555555556,7116.0,kharif,hectare,tonnes,0.8291971622159539,1184.4207547169813,3250.0,3300.0,3275.0,83.49246376811594,34.78761542639869,1
jharkhand,urad,4473.731481481482,405848.1,autumn,hectare,tonnes,0.9704197285985046,1184.4207547169813,4300.0,4425.0,4400.0,83.49246376811594,90.71802849142007,1
jharkhand,wheat,3808.169320843092,2709246.3,rabi,hectare,tonnes,1.5380980562286757,1184.4207547169813,2260.0,2550.0,2370.0,83.49246376811594,711.4301050564103,1
karnataka,arhar/tur,28958.33105802048,10404102.0,kharif,hectare,tonnes,0.5425577785972588,1182.639382290664,5700.0,5850.0,5850.0,62.72597701149426,359.278370675247,1
karnataka,bajra,14403.863095238095,5594684.0,kharif,hectare,tonnes,0.8408879742030166,1182.639382290664,1913.3333333333333,1998.3333333333333,1965.0,62.72597701149426,388.415521794955,1
karnataka,banana,1735.111111111111,10986598.0,whole year,hectare,tonnes,19.69738169986409,1182.639382290664,4500.0,5500.0,5000.0,62.72597701149426,6331.927638319672,1
karnataka,black pepper,2267.7540453074434,818255.3,whole year,hectare,tonnes,1.765687060544428,1182.639382290664,110000.0,130000.0,120000.0,62.72597701149426,360.82188969883094,1
karnataka,castor seed,764.2173913043479,309048.0,kharif,hectare,tonnes,0.8003757408808425,1182.639382290664,4800.0,4950.0,4870.0,62.72597701149426,404.3980201399556,1
karnataka,coriander,351.6075388026608,39363.0,whole year,hectare,tonnes,0.3184032429884628,1182.639382290664,1525.0,2250.0,1912.5,62.72597701149426,111.95152451521359,1
karnataka,cotton(lint),18896.48742138365,23070062.0,kharif,hectare,bales,1.79109526675306,1182.639382290664,5140.8,5334.0,5230.0,62.72597701149426,1220.8650997165457,1
karnataka,cowpea(lobia),1190.7044410413475,311061.0,kharif,hectare,tonnes,0.3768534634597253,1182.639382290664,2387.5,3765.0,3144.75,62.72597701149426,261.24115210988646,1
karnataka,dry chillies,2313.2742857142857,3060741.0,whole year,hectare,tonnes,1.8885234313796888,1182.639382290664,4000.0,4410.0,4200.0,62.72597701149426,1323.1206601403576,1
karnataka,garlic,308.78285714285715,138283.0,whole year,hectare,tonnes,1.980954181792533,1182.639382290664,3750.0,5500.0,4750.0,62.72597701149426,447.8325036549031,1
karnataka,ginger,1000.9594594594596,8769363.7,kharif,hectare,tonnes,18.33602001216629,1182.639382290664,5725.0,6425.0,6200.0,62.72597701149426,8760.957916053514,1
karnataka,gram,27261.92033898305,9332466.0,rabi,hectare,tonnes,0.5336368913079439,1182.639382290664,4500.0,4700.0,4600.0,62.72597701149426,342.3260681550406,1
karnataka,groundnut,15904.559829059828,13305874.0,kharif,hectare,tonnes,0.8884597769159036,1182.639382290664,4900.0,4900.0,4900.0,62.72597701149426,836.6074976616662,1
karnataka,jowar,26118.03945249597,29076085.0,kharif,hectare,tonnes,1.2392236093960975,1182.639382290664,1800.0,1950.0,1900.0,62.72597701149426,1113.256799113279,1
karnataka,linseed,824.21875,71545.0,rabi,hectare,tonnes,0.3034184447491999,1182.639382290664,3450.0,3500.0,3475.0,62.72597701149426,86.80341232227488,1
karnataka,maize/corn,13734.995967741936,69082846.0,kharif,hectare,tonnes,2.931613550287397,1182.639382290664,1700.0,1800.0,1800.0,62.72597701149426,5029.695397235517,1
karnataka,moong,9265.013667425968,1908806.0,kharif,hectare,tonnes,0.2492527534319175,1182.639382290664,6250.0,6720.0,6500.0,62.72597701149426,206.0230096271741,1
karnataka,mustard,267.3070422535211,26085.1,rabi,hectare,tonnes,0.2532378365220943,1182.639382290664,3150.0,3325.0,3250.0,62.72597701149426,97.58478407486248,1
karnataka,onion,2778.67758186398,20725887.0,whole year,hectare,tonnes,8.092917099591798,1182.639382290664,2000.0,3500.0,3000.0,62.72597701149426,7458.903161444428,1
karnataka,potato,1401.925705794948,7284400.0,whole year,hectare,tonnes,11.491047243814824,1182.639382290664,2000.0,3500.0,3000.0,62.72597701149426,5195.995743490168,1
karnataka,ragi,16474.456834532375,28625932.0,kharif,hectare,tonnes,1.5469604033085194,1182.639382290664,2215.5714285714284,2348.1428571428573,2304.285714285714,62.72597701149426,1737.5948893196116,1
karnataka,rice,19799.46618985696,82049317.8155,kharif,hectare,tonnes,2.6449895129341456,1182.639382290664,1825.0,1885.0,1855.0,62.72597701149426,4144.016663314535,1
karnataka,soybean,13709.466666666667,3280872.0,kharif,hectare,tonnes,0.8725896657573146,1182.639382290664,3250.0,3300.0,3275.0,62.72597701149426,239.3143424008714,1
karnataka,sweet potato,201.8176100628931,746622.0,whole year,hectare,tonnes,10.81713460922279,1182.639382290664,1658.3333333333333,2258.333333333333,2016.6666666666667,62.72597701149426,3699.4888591105982,1
karnataka,tapioca,91.16494845360825,158421.0,whole year,hectare,tonnes,10.182504186209862,1182.639382290664,2583.333333333333,2833.333333333333,2725.0,62.72597701149426,1737.7402465226733,1
karnataka,tobacco,6466.623693379791,1338163.0,whole year,hectare,tonnes,0.7430475618453318,1182.639382290664,3000.0,3200.0,3100.0,62.72597701149426,206.93379782867913,1
karnataka,turmeric,623.5953389830509,1595798.0,whole year,hectare,tonnes,5.001592254920152,1182.639382290664,5200.0,5200.0,5200.0,62.72597701149426,2559.028107237622,1
karnataka,urad,3279.8738501971093,812814.2,kharif,hectare,tonnes,0.3615417644453879,1182.639382290664,4300.0,4425.0,4400.0,62.72597701149426,247.81873850152883,1
karnataka,wheat,14838.21388888889,4718976.0,rabi,hectare,tonnes,0.9163084066901224,1182.639382290664,2260.0,2550.0,2370.0,62.72597701149426,318.0285737445563,1
kerala,arhar/tur,283.0,8629.9,whole year,hectare,tonnes,1.4073733515810034,2873.8634408602147,5700.0,5850.0,5850.0,80.70071428571428,30.49434628975265,1
kerala,banana,3952.794675324675,10224452.776,whole year,hectare,tonnes,8.429225448565067,2873.8634408602147,4500.0,5500.0,5000.0,80.70071428571428,2586.638977183955,1
kerala,black pepper,10911.733260869563,1157003.188,whole year,hectare,tonnes,0.2690373809576439,2873.8634408602147,110000.0,130000.0,120000.0,80.70071428571428,106.03294273597352,1
kerala,cotton(lint),2294.258823529412,60601.28,kharif,hectare,bales,1.5107319442910163,2873.8634408602147,5140.8,5334.0,5230.0,80.70071428571428,26.41431706766763,1
kerala,dry chillies,40.6,598.0,whole year,hectare,tonnes,0.9531620982399732,2873.8634408602147,4000.0,4410.0,4200.0,80.70071428571428,14.729064039408867,1
kerala,garlic,301.8805,94743.0,whole year,hectare,tonnes,12.860036929321648,2873.8634408602147,3750.0,5500.0,4750.0,80.70071428571428,313.84272915938595,1
kerala,ginger,534.5312337662338,689636.221,whole year,hectare,tonnes,3.284950107610888,2873.8634408602147,5725.0,6425.0,6200.0,80.70071428571428,1290.1701106236912,1
kerala,gram,86.05733333333333,999.611,whole year,hectare,tonnes,0.7321736217596343,2873.8634408602147,4500.0,4700.0,4600.0,80.70071428571428,11.615639960956262,1
kerala,groundnut,1824.534782608696,33071.4,kharif,hectare,tonnes,0.9575519170584872,2873.8634408602147,4900.0,4900.0,4900.0,80.70071428571428,18.125935616702765,1
